YEAR,state,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,ALLSKY_SRF_ALB,CLOUD_AMT,CLRSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,GWETPROF,GWETROOT,GWETTOP,PS,QV2M,RH2M,T2MDEW,T2MWET,TOA_SW_DWN,TS,WD10M,WD2M,WS10M,WS2M
1984,Minnesota,,,,13.04,,,,0.18,67.21,,18.37,0.52,0.52,0.56,96.83,5.25,78.56,0.24,2.33,25.9,4.49,250.19,251.31,5.12,3.57
1985,Minnesota,,,,13.45,,,,0.18,63.34,,18.53,0.55,0.55,0.6,96.85,5.13,81.62,-0.71,0.96,25.94,2.58,290.12,291.56,5.25,3.65
1986,Minnesota,,,,13.43,,,,0.2,63.93,,18.53,0.55,0.55,0.6,96.87,5.74,82.88,1.41,2.99,25.94,4.56,267.0,268.75,5.12,3.56
1987,Minnesota,,,,13.93,,,,0.17,64.52,,18.34,0.47,0.47,0.48,96.87,5.55,73.25,1.81,4.51,25.94,7.37,269.5,270.25,5.01,3.48
1988,Minnesota,,,,14.39,,,,0.2,63.22,,18.42,0.45,0.45,0.45,96.78,4.82,72.12,-1.24,1.76,25.9,4.87,279.56,281.38,5.37,3.73
1989,Minnesota,,,,14.27,,,,0.19,62.73,,18.56,0.48,0.48,0.5,96.94,4.94,75.88,-1.1,1.3,25.96,3.8,275.62,277.31,5.12,3.57
1990,Minnesota,,,,13.91,,,,0.16,64.28,,18.5,0.48,0.48,0.52,96.78,5.31,74.38,0.49,2.9,25.96,5.37,269.69,270.94,5.3,3.69
1991,Minnesota,,,,13.77,,,,0.19,63.16,,18.4,0.48,0.48,0.52,96.85,5.62,78.12,0.69,2.77,25.96,4.89,251.44,253.81,5.34,3.71
1992,Minnesota,,,,13.24,,,,0.25,65.55,,18.34,0.48,0.48,0.51,96.87,4.94,77.19,0.3,2.52,25.91,4.89,274.31,276.31,5.03,3.51
1993,Minnesota,,,,13.25,,,,0.24,67.23,,18.62,0.48,0.48,0.52,96.9,5.19,81.0,-0.0,1.78,25.95,3.62,278.38,279.62,5.02,3.47
1994,Minnesota,,,,13.85,,,,0.21,64.59,,18.49,0.49,0.49,0.52,96.92,5.49,78.62,0.6,2.65,25.94,4.76,268.94,269.88,5.16,3.58
1995,Minnesota,,,,13.34,,,,0.19,65.88,,18.59,0.52,0.52,0.57,96.84,5.49,81.19,0.33,2.11,25.94,3.88,304.44,305.62,5.09,3.54
1996,Minnesota,,,,14.13,,,,0.22,63.11,,18.75,0.54,0.54,0.57,96.87,5.0,80.62,-1.42,0.48,25.9,2.42,312.12,313.94,5.07,3.52
1997,Minnesota,,,,14.18,,,,0.21,62.75,,18.77,0.52,0.52,0.55,96.83,5.43,80.62,0.65,2.51,25.94,4.41,286.12,287.56,5.06,3.52
1998,Minnesota,,,,14.23,,,,0.16,59.49,,18.62,0.48,0.48,0.51,96.81,5.74,76.56,2.26,4.58,25.95,7.01,295.5,300.62,4.86,3.37
1999,Minnesota,,,,13.76,,,,0.15,63.16,,18.69,0.51,0.51,0.54,96.86,5.68,77.0,1.72,3.87,25.96,6.04,261.06,263.12,5.2,3.62
2000,Minnesota,,,,13.51,,,,0.16,62.08,,18.65,0.45,0.45,0.47,96.91,5.07,73.25,0.11,2.76,25.91,5.53,281.0,284.06,5.07,3.52
2001,Minnesota,72.47,5.68,16.43,14.0,9.55,0.17,,0.26,61.06,96.0,18.81,0.52,0.52,0.55,96.83,5.74,79.31,1.65,3.68,25.96,5.65,279.69,281.69,5.08,3.52
2002,Minnesota,69.91,5.78,14.85,13.58,9.2,0.16,,0.19,65.16,94.62,18.66,0.48,0.48,0.52,96.84,5.37,75.69,0.74,3.02,25.96,5.38,281.75,284.81,5.16,3.6
2003,Minnesota,70.76,5.82,15.24,13.77,9.24,0.16,,0.19,60.1,94.27,18.61,0.45,0.45,0.47,96.82,5.13,72.62,0.05,2.7,25.95,5.52,283.94,287.12,5.27,3.68
2004,Minnesota,68.29,5.81,14.79,13.26,8.98,0.16,,0.22,62.48,94.77,18.66,0.45,0.45,0.46,96.89,5.07,73.19,0.08,2.68,25.91,5.57,278.56,280.44,5.27,3.7
2005,Minnesota,70.57,5.62,15.68,13.61,9.28,0.17,,0.23,59.65,95.05,18.62,0.45,0.46,0.48,96.81,5.62,74.5,1.48,3.99,25.95,6.73,259.19,262.81,5.08,3.54
2006,Minnesota,72.67,5.71,16.15,14.08,9.52,0.18,,0.23,61.48,95.16,18.67,0.43,0.43,0.44,96.8,5.19,69.69,1.05,4.19,25.95,7.62,293.31,295.75,5.15,3.6
2007,Minnesota,69.99,5.36,15.88,13.58,9.16,0.17,,0.2,59.64,94.22,18.51,0.45,0.45,0.48,96.84,5.43,73.0,0.72,3.44,25.94,6.42,267.0,269.31,5.42,3.8
2008,Minnesota,71.92,5.58,16.79,14.05,9.38,0.17,,0.24,56.65,94.78,18.72,0.49,0.49,0.52,96.8,5.0,76.69,-0.45,1.82,25.9,4.22,286.25,287.31,5.28,3.67
2009,Minnesota,69.9,5.74,15.64,13.64,9.17,0.16,,0.23,59.23,94.32,18.65,0.52,0.52,0.55,96.86,5.19,79.0,0.27,2.26,25.94,4.41,288.62,290.12,4.98,3.47
2010,Minnesota,71.38,5.31,16.87,13.84,9.35,0.16,,0.23,56.4,95.12,18.66,0.51,0.52,0.55,96.81,5.86,79.88,1.71,3.65,25.95,5.52,274.88,275.31,4.92,3.4
2011,Minnesota,72.08,5.53,16.88,13.96,9.48,0.18,,0.24,58.2,95.4,18.74,0.48,0.48,0.52,96.76,5.68,77.56,1.05,3.18,25.95,5.43,260.5,262.31,5.06,3.52
2012,Minnesota,70.28,5.48,15.74,13.62,9.17,0.17,,0.18,59.75,93.98,18.46,0.44,0.44,0.45,96.75,5.62,71.38,1.66,4.47,25.91,7.4,264.31,265.88,4.98,3.47
2013,Minnesota,69.62,5.9,15.05,13.48,9.18,0.16,,0.27,62.46,95.61,18.77,0.45,0.45,0.48,96.89,5.31,79.19,-0.18,1.87,25.96,4.0,300.81,303.19,4.98,3.46
2014,Minnesota,70.66,5.99,15.71,13.73,9.31,0.16,,0.25,59.69,95.11,18.73,0.51,0.51,0.55,96.8,5.43,80.94,-0.32,1.4,25.96,3.19,282.69,284.06,5.3,3.7
2015,Minnesota,70.77,5.56,16.13,13.81,9.19,0.16,,0.17,58.7,93.84,18.51,0.46,0.46,0.48,96.87,5.55,73.38,1.23,3.82,25.96,6.6,267.25,269.12,5.3,3.7
2016,Minnesota,68.95,5.5,15.29,13.29,9.11,0.17,,0.2,61.68,95.47,18.69,0.5,0.5,0.54,96.82,5.98,78.31,2.4,4.46,25.91,6.57,253.0,255.25,5.16,3.59
2017,Minnesota,70.33,5.58,15.87,13.67,9.23,0.17,,0.2,58.91,94.85,18.7,0.51,0.51,0.55,96.8,5.43,77.25,1.12,3.3,25.95,5.58,287.88,289.38,5.11,3.56
2018,Minnesota,69.84,6.08,14.28,13.57,9.17,0.17,,0.23,64.02,94.21,18.55,0.49,0.49,0.53,97.0,5.62,78.5,0.56,2.6,25.95,4.67,283.81,286.75,4.84,3.36
2019,Minnesota,69.23,5.97,14.38,13.42,9.18,0.16,,0.25,65.59,95.28,18.76,0.54,0.54,0.59,96.85,5.49,82.38,0.35,2.02,25.95,3.7,288.88,291.25,4.93,3.41
2020,Minnesota,73.54,5.93,16.28,14.34,9.62,0.18,,0.23,60.87,94.82,18.72,0.52,0.53,0.56,96.86,5.62,78.62,1.14,3.19,25.91,5.31,262.38,262.94,4.98,3.45
2021,Minnesota,72.73,5.78,16.13,14.23,9.39,0.17,,0.2,59.55,92.91,18.41,0.48,0.48,0.52,96.84,5.62,74.25,1.45,4.08,25.95,6.8,254.44,256.88,4.91,3.41
2022,Minnesota,72.09,5.76,16.01,13.97,9.48,0.17,,0.25,61.2,95.86,18.85,0.53,0.53,0.55,96.79,5.62,79.69,0.2,2.1,25.96,4.01,275.75,277.69,5.35,3.73
1981,Iowa,,,,,,,,,,,,0.52,0.52,0.54,98.03,6.47,70.94,3.89,6.8,,9.9,279.44,283.19,5.04,3.47
1982,Iowa,,,,,,,,,,,,0.65,0.65,0.68,98.06,6.96,81.88,4.19,5.84,,7.42,239.94,243.62,4.88,3.34
1983,Iowa,,,,,,,,,,,,0.72,0.71,0.73,97.97,7.2,82.88,4.83,6.41,,7.88,299.0,310.31,4.78,3.27
1984,Iowa,,,,13.62,,,,0.2,64.82,,19.12,0.71,0.7,0.73,98.04,6.77,80.5,4.54,6.34,27.42,8.02,238.38,246.25,4.91,3.35
1985,Iowa,,,,14.18,,,,0.2,62.98,,19.48,0.6,0.59,0.62,98.08,6.16,75.75,2.88,5.31,27.46,7.84,285.0,287.38,5.25,3.62
1986,Iowa,,,,13.59,,,,0.23,62.16,,19.29,0.68,0.67,0.71,98.1,7.26,82.81,5.5,7.05,27.46,8.55,245.62,250.81,4.82,3.3
1987,Iowa,,,,14.65,,,,0.16,62.08,,19.3,0.63,0.62,0.66,98.08,7.26,78.25,5.84,7.88,27.46,9.87,252.25,255.81,4.73,3.22
1988,Iowa,,,,15.19,,,,0.19,60.68,,19.34,0.54,0.53,0.54,98.06,5.55,65.0,1.83,5.64,27.43,9.7,251.56,254.12,5.18,3.56
1989,Iowa,,,,14.74,,,,0.15,64.59,,19.46,0.53,0.53,0.55,98.19,6.04,70.19,2.48,5.42,27.48,8.6,269.25,274.56,4.8,3.31
1990,Iowa,,,,14.47,,,,0.16,62.01,,19.47,0.64,0.64,0.67,98.06,7.14,77.56,5.06,7.1,27.48,9.04,238.19,240.81,5.09,3.48
1991,Iowa,,,,14.03,,,,0.21,64.2,,19.4,0.66,0.65,0.68,98.09,7.2,79.75,4.94,6.83,27.48,8.58,229.94,233.81,4.93,3.37
1992,Iowa,,,,13.44,,,,0.23,65.08,,19.24,0.66,0.65,0.68,98.08,6.47,80.38,4.64,6.46,27.43,8.25,271.5,282.19,4.62,3.16
1993,Iowa,,,,13.04,,,,0.25,66.3,,19.48,0.84,0.84,0.83,98.09,7.2,86.0,5.02,6.24,27.47,7.39,287.88,293.69,4.73,3.24
1994,Iowa,,,,14.43,,,,0.24,62.97,,19.11,0.7,0.69,0.71,98.15,6.96,80.94,4.69,6.46,27.46,8.11,242.81,248.44,4.69,3.19
1995,Iowa,,,,13.58,,,,0.16,65.41,,19.56,0.6,0.59,0.62,98.02,6.96,77.12,4.43,6.55,27.46,8.69,272.06,278.38,4.87,3.34
1996,Iowa,,,,13.77,,,,0.18,65.88,,19.43,0.58,0.57,0.6,98.03,6.23,75.0,2.84,5.22,27.42,7.7,307.06,310.44,5.08,3.5
1997,Iowa,,,,14.6,,,,0.17,63.54,,19.67,0.59,0.59,0.61,98.05,6.53,76.0,4.07,6.4,27.46,8.86,284.62,287.94,4.84,3.32
1998,Iowa,,,,13.96,,,,0.16,62.17,,19.49,0.62,0.62,0.66,97.97,7.69,79.38,6.58,8.49,27.47,10.34,212.81,217.56,4.59,3.13
1999,Iowa,,,,14.82,,,,0.16,61.6,,19.69,0.57,0.56,0.59,98.07,6.84,74.0,4.8,7.32,27.48,9.83,233.81,236.44,4.93,3.38
2000,Iowa,,,,13.97,,,,0.16,61.94,,19.52,0.52,0.52,0.54,98.11,6.53,71.88,3.83,6.68,27.44,9.65,246.44,250.94,4.92,3.38
2001,Iowa,74.91,5.81,16.29,14.45,9.77,0.2,,0.26,59.38,100.72,19.64,0.59,0.59,0.62,98.07,7.02,78.44,5.19,7.27,27.48,9.33,242.62,245.0,4.8,3.27
2002,Iowa,76.98,6.06,16.35,14.91,9.99,0.2,,0.19,58.91,99.66,19.51,0.57,0.56,0.59,98.08,6.59,73.44,4.38,6.99,27.48,9.68,252.75,256.12,4.92,3.38
2003,Iowa,76.91,5.89,16.74,14.91,9.98,0.2,,0.22,54.59,99.77,19.58,0.55,0.55,0.57,98.02,6.16,70.81,3.43,6.33,27.47,9.37,284.38,288.56,4.8,3.3
2004,Iowa,74.05,5.73,15.75,14.29,9.69,0.2,,0.21,58.69,100.23,19.58,0.57,0.57,0.59,98.11,6.84,75.38,4.72,7.05,27.43,9.48,250.25,253.81,4.91,3.38
2005,Iowa,76.91,5.75,16.54,14.83,10.02,0.2,,0.23,56.84,100.15,19.54,0.52,0.52,0.53,98.03,6.71,70.81,4.51,7.48,27.47,10.59,243.25,248.0,4.77,3.27
2006,Iowa,74.0,5.7,15.9,14.26,9.66,0.2,,0.2,58.66,99.99,19.51,0.53,0.52,0.54,97.97,6.59,70.56,4.8,7.73,27.47,10.88,275.62,280.56,4.98,3.43
2007,Iowa,77.74,5.62,17.23,15.04,10.09,0.2,,0.26,56.0,99.85,19.47,0.62,0.62,0.66,98.08,7.39,78.81,5.45,7.43,27.46,9.36,241.0,244.38,5.0,3.43
2008,Iowa,75.24,5.74,16.45,14.58,9.8,0.2,,0.27,56.77,100.03,19.59,0.71,0.7,0.73,98.01,7.02,82.06,4.48,6.08,27.42,7.61,255.5,258.81,4.88,3.34
2009,Iowa,73.66,5.83,15.88,14.3,9.57,0.19,,0.23,57.16,99.39,19.49,0.69,0.68,0.71,98.03,6.84,81.12,4.65,6.35,27.46,7.99,309.62,312.25,4.77,3.27
2010,Iowa,78.06,5.3,18.19,15.1,10.14,0.2,,0.27,53.22,101.07,19.67,0.75,0.74,0.77,97.98,7.81,83.94,5.82,7.3,27.47,8.63,261.12,264.5,4.66,3.17
2011,Iowa,73.94,5.72,15.9,14.26,9.63,0.2,,0.22,57.79,99.82,19.51,0.63,0.62,0.65,97.94,7.2,77.19,5.1,7.26,27.47,9.46,279.0,284.19,4.83,3.31
2012,Iowa,80.2,5.51,18.43,15.55,10.34,0.21,,0.2,51.26,99.75,19.5,0.52,0.52,0.52,97.96,6.53,66.88,4.77,8.3,27.43,12.04,228.62,231.44,4.87,3.34
2013,Iowa,74.59,5.82,15.92,14.4,9.72,0.19,,0.23,56.17,100.25,19.59,0.59,0.58,0.6,98.08,6.71,75.38,3.87,6.16,27.48,8.57,262.06,267.12,4.95,3.41
2014,Iowa,72.73,6.03,15.12,14.06,9.52,0.18,,0.24,60.87,100.34,19.63,0.59,0.59,0.62,98.03,6.84,77.5,3.72,5.73,27.48,7.75,268.38,272.38,5.04,3.47
2015,Iowa,76.48,5.78,16.81,14.8,9.95,0.2,,0.23,56.05,100.09,19.56,0.6,0.59,0.63,98.11,7.32,77.5,5.53,7.64,27.48,9.69,236.62,241.0,4.78,3.27
2016,Iowa,77.26,5.75,16.8,14.82,10.16,0.2,,0.25,56.53,101.45,19.7,0.64,0.63,0.66,98.05,7.87,80.25,6.66,8.48,27.43,10.26,237.81,240.88,4.79,3.28
2017,Iowa,74.41,5.52,16.19,14.37,9.7,0.2,,0.2,57.91,100.36,19.6,0.58,0.57,0.59,98.0,6.9,72.88,5.18,7.81,27.47,10.58,277.12,281.81,4.92,3.39
2018,Iowa,74.26,5.91,15.62,14.36,9.66,0.2,,0.24,60.34,99.88,19.5,0.62,0.61,0.65,98.15,7.26,78.62,4.91,6.9,27.47,8.9,272.0,287.62,4.61,3.16
2019,Iowa,72.45,6.09,14.63,13.98,9.48,0.19,,0.25,63.59,100.72,19.62,0.73,0.73,0.75,98.03,7.51,83.81,5.43,6.85,27.47,8.16,253.44,258.25,4.77,3.27
2020,Iowa,76.39,5.96,16.36,14.77,9.94,0.2,,0.23,57.63,100.04,19.59,0.62,0.62,0.64,98.08,7.02,76.81,5.12,7.34,27.43,9.61,262.31,265.75,4.82,3.3
2021,Iowa,77.73,6.04,16.72,15.1,9.99,0.2,,0.23,57.16,99.12,19.44,0.54,0.54,0.55,98.04,7.02,72.44,5.14,7.93,27.47,10.9,223.06,226.25,4.77,3.28
2022,Iowa,77.41,5.76,17.13,14.97,10.05,0.2,,0.24,55.84,100.86,19.73,0.54,0.53,0.55,98.03,6.53,70.56,3.44,6.33,27.48,9.4,264.25,268.5,5.18,3.58
1981,Missouri,,,,,,,,,,,,0.64,0.66,0.68,99.01,8.06,76.12,7.31,9.59,,11.79,225.5,229.06,4.27,2.77
1982,Missouri,,,,,,,,,,,,0.71,0.73,0.75,99.04,8.12,80.56,7.32,9.12,,10.82,209.69,214.38,4.13,2.69
1983,Missouri,,,,,,,,,,,,0.73,0.75,0.74,98.91,7.69,77.19,7.03,9.4,,11.89,227.19,233.62,4.13,2.7
1984,Missouri,,,,13.93,,,,0.13,64.07,,19.77,0.73,0.75,0.75,99.0,7.57,78.12,7.17,9.38,28.85,11.62,218.94,224.0,4.27,2.79
1985,Missouri,,,,14.58,,,,0.15,61.27,,20.15,0.74,0.76,0.76,99.06,7.81,81.44,6.65,8.46,28.89,10.09,240.31,243.12,4.22,2.73
1986,Missouri,,,,14.85,,,,0.14,61.96,,20.05,0.74,0.76,0.75,99.07,8.24,78.94,8.26,10.37,28.89,12.55,232.19,236.44,3.97,2.59
1987,Missouri,,,,15.34,,,,0.14,60.27,,19.94,0.66,0.66,0.66,99.03,7.93,75.31,7.69,10.21,28.89,12.74,246.62,250.81,3.98,2.58
1988,Missouri,,,,15.66,,,,0.14,61.09,,19.98,0.62,0.62,0.62,99.06,6.71,67.75,5.07,8.59,28.86,12.26,231.75,235.44,4.25,2.77
1989,Missouri,,,,14.99,,,,0.14,62.34,,19.92,0.6,0.61,0.62,99.15,7.32,72.12,5.79,8.55,28.91,11.42,252.12,259.19,3.98,2.59
1990,Missouri,,,,14.84,,,,0.12,61.55,,20.09,0.64,0.66,0.66,99.06,8.18,75.62,7.84,10.22,28.91,12.56,222.75,225.81,4.3,2.8
1991,Missouri,,,,15.54,,,,0.15,60.03,,20.04,0.62,0.63,0.66,99.06,8.06,74.81,7.65,10.21,28.9,12.87,215.81,219.81,4.09,2.66
1992,Missouri,,,,14.0,,,,0.16,66.74,,19.96,0.65,0.66,0.67,99.02,7.39,75.81,7.13,9.58,28.86,12.18,229.25,234.12,4.07,2.66
1993,Missouri,,,,13.94,,,,0.2,64.52,,19.87,0.84,0.87,0.86,99.05,8.42,85.06,8.01,9.33,28.89,10.5,229.0,233.88,3.95,2.57
1994,Missouri,,,,14.98,,,,0.19,62.54,,19.72,0.72,0.73,0.73,99.1,7.81,77.69,7.6,9.83,28.89,12.18,217.44,224.62,3.85,2.5
1995,Missouri,,,,14.89,,,,0.12,63.77,,20.15,0.7,0.7,0.71,98.98,8.06,77.31,7.22,9.4,28.89,11.43,232.25,238.06,3.98,2.58
1996,Missouri,,,,14.67,,,,0.12,65.43,,20.17,0.61,0.62,0.64,98.98,7.39,73.38,6.11,8.71,28.85,11.45,240.25,245.88,4.3,2.82
1997,Missouri,,,,15.39,,,,0.12,62.52,,20.4,0.63,0.64,0.65,99.01,7.45,74.69,6.65,9.22,28.89,11.92,255.44,260.25,4.01,2.61
1998,Missouri,,,,14.72,,,,0.1,61.02,,20.25,0.7,0.7,0.73,98.91,8.85,79.69,9.3,11.23,28.9,13.11,203.25,206.38,4.02,2.61
1999,Missouri,,,,15.46,,,,0.11,60.49,,20.35,0.63,0.65,0.63,99.03,7.45,71.31,6.98,10.05,28.9,13.26,222.06,226.31,4.17,2.72
2000,Missouri,,,,14.94,,,,0.11,62.47,,20.22,0.59,0.59,0.6,99.09,7.57,71.25,6.67,9.62,28.87,12.65,227.62,231.38,4.16,2.71
2001,Missouri,82.62,6.12,17.14,15.84,10.68,0.22,,0.16,54.38,104.12,20.21,0.64,0.65,0.66,99.07,8.0,74.81,7.79,10.3,28.91,12.82,227.94,231.19,4.03,2.61
2002,Missouri,81.86,6.21,16.71,15.7,10.57,0.22,,0.15,54.62,103.79,20.17,0.62,0.62,0.63,99.07,7.81,73.62,7.23,9.89,28.91,12.65,224.25,227.81,4.03,2.62
2003,Missouri,80.16,5.83,16.63,15.35,10.39,0.21,,0.16,54.57,103.95,20.22,0.61,0.62,0.62,98.96,7.39,72.44,6.74,9.56,28.9,12.55,239.94,247.19,4.05,2.64
2004,Missouri,79.26,5.85,16.51,15.14,10.31,0.22,,0.16,55.47,104.68,20.28,0.67,0.69,0.7,99.08,8.12,77.88,7.98,10.11,28.86,12.25,218.81,223.0,4.19,2.73
2005,Missouri,82.84,6.08,17.02,15.89,10.72,0.23,,0.16,53.58,104.19,20.24,0.68,0.69,0.68,98.99,7.93,74.62,7.83,10.46,28.89,13.23,230.69,235.44,3.92,2.55
2006,Missouri,81.7,6.17,16.67,15.61,10.62,0.23,,0.16,55.09,104.66,20.28,0.59,0.59,0.6,98.94,7.75,71.69,7.55,10.46,28.89,13.52,232.88,235.44,4.17,2.72
2007,Missouri,81.81,5.8,17.41,15.66,10.53,0.23,,0.16,52.04,103.62,20.07,0.62,0.63,0.64,99.07,8.24,75.19,7.91,10.44,28.89,13.09,222.56,225.19,4.15,2.7
2008,Missouri,78.09,5.74,16.49,14.94,10.12,0.21,,0.15,54.3,103.95,20.18,0.76,0.77,0.8,98.99,8.3,81.25,7.74,9.4,28.85,10.96,218.94,222.69,4.27,2.8
2009,Missouri,76.87,5.91,15.68,14.69,10.0,0.21,,0.16,57.18,103.87,20.18,0.73,0.75,0.76,98.97,8.12,80.44,7.91,9.72,28.89,11.56,229.31,235.94,4.21,2.76
2010,Missouri,82.2,5.5,17.8,15.66,10.66,0.23,,0.17,51.16,105.06,20.29,0.76,0.77,0.78,98.93,9.03,81.5,8.72,10.42,28.9,11.97,224.31,230.56,3.97,2.57
2011,Missouri,78.75,5.57,16.61,15.03,10.18,0.22,,0.16,52.81,103.68,20.1,0.63,0.64,0.66,98.88,8.18,75.25,7.66,10.19,28.9,12.8,226.75,230.44,4.16,2.71
2012,Missouri,85.3,5.52,19.17,16.36,11.01,0.23,,0.15,46.23,104.95,20.31,0.61,0.62,0.6,98.93,7.63,68.12,7.69,11.19,28.87,14.88,211.56,214.94,4.16,2.7
2013,Missouri,79.2,5.76,16.85,15.13,10.27,0.21,,0.16,52.97,105.01,20.35,0.66,0.66,0.67,99.07,7.75,75.5,6.75,9.15,28.9,11.59,229.56,233.75,4.12,2.69
2014,Missouri,79.94,6.08,16.44,15.3,10.38,0.21,,0.16,55.96,104.82,20.36,0.64,0.65,0.67,99.01,7.69,75.0,6.5,8.9,28.9,11.35,232.69,237.69,4.21,2.75
2015,Missouri,78.6,6.09,16.07,14.97,10.2,0.21,,0.14,55.63,104.41,20.16,0.66,0.67,0.7,99.08,8.61,77.19,8.48,10.68,28.91,12.8,207.56,211.06,4.03,2.6
2016,Missouri,83.07,5.77,17.9,15.81,10.79,0.23,,0.15,50.78,105.77,20.36,0.67,0.69,0.7,99.03,9.03,78.25,9.26,11.33,28.86,13.31,213.0,216.31,3.97,2.56
2017,Missouri,82.91,5.67,17.79,15.82,10.77,0.23,,0.16,52.68,105.7,20.41,0.58,0.59,0.59,98.96,8.06,70.19,7.86,10.83,28.89,13.9,227.0,231.44,4.18,2.73
2018,Missouri,78.94,5.87,16.22,15.02,10.27,0.22,,0.15,58.07,104.98,20.28,0.59,0.59,0.61,99.08,8.18,73.06,7.44,10.14,28.89,13.03,214.94,220.19,4.09,2.68
2019,Missouri,78.2,5.88,15.79,14.83,10.21,0.22,,0.16,60.2,105.23,20.29,0.71,0.73,0.75,98.99,8.79,80.94,8.6,10.35,28.89,11.99,224.81,229.19,4.13,2.68
2020,Missouri,78.42,5.74,16.36,14.92,10.17,0.22,,0.15,55.81,104.65,20.25,0.68,0.69,0.7,99.04,8.36,78.62,8.37,10.4,28.86,12.36,219.75,226.44,3.91,2.52
2021,Missouri,79.52,5.88,16.5,15.16,10.23,0.21,,0.16,54.88,103.84,20.11,0.65,0.66,0.68,99.0,8.54,76.5,8.48,10.76,28.9,13.0,204.12,207.94,4.08,2.64
2022,Missouri,84.02,5.67,18.55,16.05,10.84,0.23,,0.16,51.53,105.99,20.53,0.59,0.59,0.59,99.01,7.63,69.44,6.39,9.54,28.91,12.87,230.38,235.38,4.3,2.81
1981,Arkansas,,,,,,,,,,,,0.62,0.64,0.66,100.08,9.16,73.81,10.27,12.95,,15.73,192.44,193.69,2.72,1.43
1982,Arkansas,,,,,,,,,,,,0.66,0.67,0.67,100.09,9.28,75.19,10.45,13.01,,15.75,168.38,169.12,2.82,1.5
1983,Arkansas,,,,,,,,,,,,0.71,0.73,0.7,99.96,8.79,75.44,9.71,12.31,,15.1,174.62,175.31,2.86,1.53
1984,Arkansas,,,,14.82,,,,0.12,61.52,,20.35,0.74,0.77,0.76,100.06,9.4,78.62,11.04,13.21,30.18,15.46,182.12,182.44,2.95,1.57
1985,Arkansas,,,,15.61,,,,0.12,60.2,,20.8,0.71,0.73,0.72,100.11,9.22,76.19,10.47,12.95,30.21,15.62,187.56,191.69,2.92,1.57
1986,Arkansas,,,,15.83,,,,0.12,59.07,,20.7,0.65,0.66,0.67,100.12,9.34,74.69,11.05,13.7,30.21,16.48,216.19,219.06,2.7,1.43
1987,Arkansas,,,,16.23,,,,0.11,58.97,,20.63,0.66,0.68,0.67,100.04,9.09,73.31,10.57,13.44,30.21,16.44,213.62,218.62,2.74,1.45
1988,Arkansas,,,,15.9,,,,0.12,57.56,,20.72,0.69,0.7,0.69,100.12,8.54,72.19,9.54,12.56,30.18,15.8,193.25,192.5,2.88,1.54
1989,Arkansas,,,,15.34,,,,0.11,61.34,,20.77,0.7,0.72,0.71,100.17,9.34,77.38,10.14,12.38,30.23,14.67,182.31,165.19,2.79,1.47
1990,Arkansas,,,,15.5,,,,0.11,59.32,,20.93,0.7,0.72,0.73,100.13,9.7,76.81,11.66,14.07,30.23,16.5,206.0,206.69,2.82,1.49
1991,Arkansas,,,,15.27,,,,0.12,63.02,,20.82,0.75,0.77,0.76,100.11,9.95,78.62,11.76,13.93,30.23,16.15,189.38,189.06,2.7,1.43
1992,Arkansas,,,,15.37,,,,0.15,61.19,,20.68,0.67,0.69,0.68,100.06,9.16,76.69,10.77,13.17,30.19,15.72,210.25,214.19,2.74,1.45
1993,Arkansas,,,,15.12,,,,0.15,61.93,,20.59,0.66,0.69,0.69,100.08,9.09,75.62,10.4,12.94,30.21,15.7,222.06,226.19,2.8,1.5
1994,Arkansas,,,,15.55,,,,0.16,60.52,,20.54,0.7,0.71,0.71,100.12,9.52,77.81,11.27,13.52,30.21,15.82,169.38,169.19,2.64,1.4
1995,Arkansas,,,,15.73,,,,0.09,59.8,,20.85,0.63,0.64,0.63,99.99,8.91,71.38,10.08,13.19,30.21,16.55,189.25,190.88,2.94,1.56
1996,Arkansas,,,,15.5,,,,0.09,61.55,,20.91,0.63,0.65,0.66,100.02,9.03,73.94,10.13,12.81,30.17,15.7,216.44,220.31,3.03,1.62
1997,Arkansas,,,,15.81,,,,0.07,60.6,,21.15,0.7,0.71,0.7,100.03,8.97,75.88,10.41,12.94,30.21,15.61,234.81,243.12,2.77,1.47
1998,Arkansas,,,,16.15,,,,0.08,54.74,,20.97,0.64,0.66,0.65,99.92,9.7,73.44,11.8,14.69,30.22,17.86,184.19,187.0,2.92,1.57
1999,Arkansas,,,,16.66,,,,0.08,51.75,,20.98,0.62,0.63,0.62,100.06,8.79,69.69,10.14,13.56,30.23,17.24,178.44,178.94,2.95,1.56
2000,Arkansas,,,,15.68,,,,0.09,57.84,,20.97,0.59,0.61,0.59,100.15,8.61,69.25,9.55,13.03,30.19,16.8,195.19,196.12,2.93,1.58
2001,Arkansas,85.98,6.4,17.03,16.34,11.11,0.25,,0.12,52.95,108.7,20.92,0.65,0.67,0.66,100.14,9.16,73.56,10.7,13.53,30.23,16.51,186.69,186.94,2.78,1.48
